kpi_metric_id,task_id,resource_ids,task_weight,resource_weight
11,41,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2338452602048405,"[0.061807356774806976, 0.032496385276317596, 0.026811007410287857, 0.0076517267152667046, 0.0772177129983902, 0.058026041835546494, 0.07745343446731567, 0.06833748519420624, 0.07764080166816711, 0.07206150144338608, 0.06836266815662384, 0.056082770228385925, 0.029260773211717606, 0.06240736320614815, 0.03931129351258278, 0.031105445697903633, 0.043640464544296265, 0.013745278120040894, 0.05048171430826187, 0.06742872297763824]"
11,42,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2231262706452441,"[0.06148764491081238, 0.04362781345844269, 0.06811515986919403, 0.02944638952612877, 0.08536213636398315, 0.03381939232349396, 0.03060588240623474, 0.09906403720378876, 0.09258414804935455, 0.01845552772283554, 0.025982659310102463, 0.05933794379234314, 0.054327383637428284, 0.05615321546792984, 0.03747528791427612, 0.09465070813894272, 0.06133347004652023, 0.05514175444841385, 0.05842089653015137, 0.01689552143216133]"
11,43,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3353697695937495,"[0.03481602668762207, 0.057077713310718536, 0.04998113587498665, 0.027086704969406128, 0.07377595454454422, 0.019368775188922882, 0.05284082889556885, 0.10394801199436188, 0.08071602880954742, 0.06527645885944366, 0.009133849292993546, 0.07742952555418015, 0.10252320766448975, 0.022778235375881195, 0.008516061119735241, 0.06724095344543457, 0.021801991388201714, 0.03458684682846069, 0.03471986949443817, 0.07198669016361237]"
11,44,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2076586995561658,"[0.019567813724279404, 0.0909668430685997, 0.048159848898649216, 0.035384856164455414, 0.038375888019800186, 0.05789581686258316, 0.09086693078279495, 0.055937185883522034, 0.07841301709413528, 0.023325148969888687, 0.0626072958111763, 0.010985901579260826, 0.05667978525161743, 0.03090505301952362, 0.07615061849355698, 0.06703530997037888, 0.036975301802158356, 0.041210852563381195, 0.07548956573009491, 0.023246552795171738]"
12,45,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0654030965428622,"[0.07292676717042923, 0.04319377243518829, 0.0565856471657753, 0.014816289767622948, 0.022238656878471375, 0.030539605766534805, 0.07573462277650833, 0.06840343773365021, 0.07314785569906235, 0.05541476607322693, 0.02564408630132675, 0.03758612275123596, 0.0280093215405941, 0.06796430051326752, 0.07496388256549835, 0.026111377403140068, 0.07336720824241638, 0.06070270389318466, 0.06130773946642876, 0.09908344596624374]"
12,46,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2268698611436757,"[0.03441406413912773, 0.057290151715278625, 0.04150919243693352, 0.0661073848605156, 0.06925832480192184, 0.059533655643463135, 0.030355824157595634, 0.019564293324947357, 0.039514053612947464, 0.016529086977243423, 0.08713584393262863, 0.06612058728933334, 0.061313483864068985, 0.010568023659288883, 0.062445513904094696, 0.04323117062449455, 0.0886106863617897, 0.07879013568162918, 0.03486903756856918, 0.047595489770174026]"
12,47,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0639034334313287,"[0.037360306829214096, 0.04198392853140831, 0.06845857203006744, 0.03518977016210556, 0.06820336729288101, 0.0726374089717865, 0.06214967742562294, 0.0692862719297409, 0.07654570043087006, 0.020754054188728333, 0.08608175069093704, 0.037629783153533936, 0.0347939170897007, 0.021936530247330666, 0.05594188719987869, 0.06411745399236679, 0.05470552667975426, 0.007774372585117817, 0.0595843605697155, 0.08561054617166519]"
12,48,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.6438236088821333,"[0.08136715739965439, 0.04082121327519417, 0.10054191946983337, 0.044560257345438004, 0.0071961767971515656, 0.10339241474866867, 0.018224496394395828, 0.015320254489779472, 0.08414412289857864, 0.06187739968299866, 0.01834927313029766, 0.04592222347855568, 0.021242864429950714, 0.06237564980983734, 0.057838086038827896, 0.08222309499979019, 0.08602443337440491, 0.046267759054899216, 0.02762436866760254, 0.04600662365555763]"
13,49,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.407322940712301,"[0.06002102419734001, 0.01863372139632702, 0.022896507754921913, 0.053003013134002686, 0.023876341059803963, 0.035208433866500854, 0.07319747656583786, 0.032396651804447174, 0.07600125670433044, 0.08972029387950897, 0.05924572795629501, 0.07008238136768341, 0.01863935962319374, 0.09028562903404236, 0.046018414199352264, 0.029010402038693428, 0.09291400015354156, 0.041789352893829346, 0.06073887646198273, 0.034642625600099564]"
13,50,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0463347998997382,"[0.019830498844385147, 0.03612304478883743, 0.02862776443362236, 0.1114996075630188, 0.06542660295963287, 0.07647529244422913, 0.05550651252269745, 0.029471654444932938, 0.035721439868211746, 0.014000887051224709, 0.03150244057178497, 0.05269729718565941, 0.06810630857944489, 0.03437069058418274, 0.05138670653104782, 0.07749991863965988, 0.06311114877462387, 0.017469637095928192, 0.07579366862773895, 0.06785188615322113]"
13,51,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.4011174193162963,"[0.031935494393110275, 0.07439607381820679, 0.04659833759069443, 0.047607000917196274, 0.015784047544002533, 0.05107714235782623, 0.05521393567323685, 0.04568289965391159, 0.016254346817731857, 0.08563762158155441, 0.04563472419977188, 0.06631377339363098, 0.020126935094594955, 0.06333669275045395, 0.021686038002371788, 0.06793097406625748, 0.0909038782119751, 0.08236908912658691, 0.0628790333867073, 0.037781473249197006]"
13,52,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.1452248400716644,"[0.049549683928489685, 0.03535214439034462, 0.06274999678134918, 0.06406204402446747, 0.035874128341674805, 0.04609883949160576, 0.07417983561754227, 0.035309888422489166, 0.04990062490105629, 0.07574623823165894, 0.04233058542013168, 0.08452858775854111, 0.031032472848892212, 0.04000495374202728, 0.024159669876098633, 0.03814321756362915, 0.03026265650987625, 0.07749614864587784, 0.025308160111308098, 0.0997137576341629]"
14,53,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.4320773418811734,"[0.05543547123670578, 0.07033099979162216, 0.06662529706954956, 0.07880480587482452, 0.05476056784391403, 0.055545296519994736, 0.04436243698000908, 0.056197769939899445, 0.0372835248708725, 0.04067998751997948, 0.02767934463918209, 0.09386304020881653, 0.040074869990348816, 0.05695687234401703, 0.017184199765324593, 0.0691341906785965, 0.09502056241035461, 0.04503323882818222, 0.04780065640807152, 0.01524362713098526]"
14,54,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0448515876075058,"[0.04674643278121948, 0.03401122987270355, 0.014136610552668571, 0.07211938500404358, 0.05428427457809448, 0.0625547245144844, 0.05520693212747574, 0.048044152557849884, 0.06315471231937408, 0.06592587381601334, 0.06130144000053406, 0.02761489897966385, 0.07428982853889465, 0.024731986224651337, 0.03931109607219696, 0.050780244171619415, 0.08848752826452255, 0.07659787684679031, 0.04579742252826691, 0.014897909015417099]"
14,55,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3244899820838831,"[0.08658954501152039, 0.06681517511606216, 0.06447727978229523, 0.019673362374305725, 0.029134849086403847, 0.016746018081903458, 0.07521717995405197, 0.06626852601766586, 0.028142224997282028, 0.03418636694550514, 0.06921053677797318, 0.07330102473497391, 0.07018739730119705, 0.0143620315939188, 0.0317789725959301, 0.06119406223297119, 0.07035277038812637, 0.07491890341043472, 0.06398339569568634, 0.03891460970044136]"
14,56,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.1985810884274375,"[0.035692546516656876, 0.06778903305530548, 0.062358684837818146, 0.08685149997472763, 0.0135857118293643, 0.014620506204664707, 0.05487754940986633, 0.030163777992129326, 0.0678415596485138, 0.02010260336101055, 0.031205743551254272, 0.08071990311145782, 0.053448304533958435, 0.0936470478773117, 0.08212626725435257, 0.061633288860321045, 0.06882499158382416, 0.01575138233602047, 0.08287623524665833, 0.054062988609075546]"
15,57,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0361246017199561,"[0.018984299153089523, 0.05235765874385834, 0.04124457761645317, 0.07862815260887146, 0.07826002687215805, 0.028446339070796967, 0.07291769981384277, 0.02789952978491783, 0.05571768805384636, 0.009549105539917946, 0.05686822906136513, 0.05079924687743187, 0.02337411418557167, 0.03275296837091446, 0.04772912338376045, 0.07741763442754745, 0.1072414368391037, 0.06818895041942596, 0.055972471833229065, 0.03056437522172928]"
15,58,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.6131716692693855,"[0.029151685535907745, 0.01724271848797798, 0.07211475819349289, 0.027829879894852638, 0.033487655222415924, 0.07969477027654648, 0.05926462262868881, 0.06921464949846268, 0.05558248236775398, 0.026803694665431976, 0.03894926607608795, 0.06351092457771301, 0.06581517308950424, 0.09372486174106598, 0.08270621299743652, 0.01526368223130703, 0.06626597791910172, 0.04576515406370163, 0.05007622763514519, 0.09245647490024567]"
15,59,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0478811849091263,"[0.08072315156459808, 0.04178899526596069, 0.07296590507030487, 0.0617908276617527, 0.03271683305501938, 0.07024397701025009, 0.09086696803569794, 0.03186893090605736, 0.04216327518224716, 0.046291839331388474, 0.03674964979290962, 0.047939229756593704, 0.016660470515489578, 0.024989159777760506, 0.0825122594833374, 0.03446992114186287, 0.040795207023620605, 0.06488518416881561, 0.06220485270023346, 0.07528404891490936]"
15,60,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3028225441015321,"[0.0656060203909874, 0.041850268840789795, 0.06439037621021271, 0.011862878687679768, 0.05007290095090866, 0.06046022102236748, 0.07379835844039917, 0.0258789025247097, 0.04391386732459068, 0.08508837968111038, 0.07518339902162552, 0.0567101389169693, 0.03266444057226181, 0.02543036639690399, 0.04250188171863556, 0.013136438094079494, 0.07654091715812683, 0.0828753337264061, 0.09107354283332825, 0.013760171830654144]"
16,61,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2149465379960994,"[0.057933155447244644, 0.05004885420203209, 0.023888062685728073, 0.055249474942684174, 0.06732883304357529, 0.04898100346326828, 0.0567559078335762, 0.06764335930347443, 0.08224804699420929, 0.023316465318202972, 0.02372334711253643, 0.07506860047578812, 0.027249619364738464, 0.04147058725357056, 0.07856123894453049, 0.016231896355748177, 0.07577375322580338, 0.07149690389633179, 0.0375552624464035, 0.032215628772974014]"
16,62,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.1561777405666507,"[0.035295818001031876, 0.02833428420126438, 0.029079219326376915, 0.055695854127407074, 0.05275928974151611, 0.021343478932976723, 0.022252928465604782, 0.049110643565654755, 0.0650254413485527, 0.0896918848156929, 0.08328596502542496, 0.06740234792232513, 0.07452793419361115, 0.06460181623697281, 0.06168544664978981, 0.045412465929985046, 0.07183793932199478, 0.02734057977795601, 0.04729216918349266, 0.10612368583679199]"
16,63,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3269406800583413,"[0.0299485195428133, 0.07934161275625229, 0.013613254763185978, 0.08466532081365585, 0.011448988690972328, 0.07404431700706482, 0.027362732216715813, 0.02925773523747921, 0.06736855953931808, 0.07976745814085007, 0.09640081226825714, 0.0785655602812767, 0.06457328796386719, 0.04939684271812439, 0.029795289039611816, 0.07411547750234604, 0.04953373223543167, 0.044413331896066666, 0.0852123498916626, 0.05594410374760628]"
16,64,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3019350413789085,"[0.07236460596323013, 0.02297595702111721, 0.04878668114542961, 0.06221727281808853, 0.11146330088376999, 0.07696186006069183, 0.06588022410869598, 0.07331245392560959, 0.06625907868146896, 0.046564191579818726, 0.04436478763818741, 0.016771484166383743, 0.07644464820623398, 0.06565767526626587, 0.028799256309866905, 0.05420587584376335, 0.017738286405801773, 0.08377378433942795, 0.015693895518779755, 0.03877098113298416]"
17,65,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3309829158909766,"[0.026067262515425682, 0.059786729514598846, 0.07226139307022095, 0.025938181206583977, 0.0357893630862236, 0.06306714564561844, 0.03429894894361496, 0.08564671128988266, 0.03070075809955597, 0.05055706948041916, 0.06910251080989838, 0.0844176709651947, 0.07056558132171631, 0.05093769356608391, 0.039939574897289276, 0.0487339161336422, 0.032731037586927414, 0.06768319010734558, 0.01758391782641411, 0.07933005690574646]"
17,66,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.1502019524863095,"[0.04571964219212532, 0.04301180690526962, 0.04495736211538315, 0.05428937450051308, 0.030053328722715378, 0.024105606600642204, 0.056449294090270996, 0.036053478717803955, 0.031120147556066513, 0.04122805595397949, 0.10722798854112625, 0.028774816542863846, 0.06235378608107567, 0.054634906351566315, 0.09360412508249283, 0.07484852522611618, 0.032989904284477234, 0.0682026743888855, 0.011815606616437435, 0.11639563739299774]"
17,67,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.396631530277256,"[0.02285737171769142, 0.013871628791093826, 0.04374358803033829, 0.05556883662939072, 0.043922990560531616, 0.0462823286652565, 0.06787225604057312, 0.0802512839436531, 0.08952938765287399, 0.04210985079407692, 0.042874112725257874, 0.025051221251487732, 0.021045412868261337, 0.06567790359258652, 0.054395273327827454, 0.08370417356491089, 0.019245484843850136, 0.06234011799097061, 0.08565064519643784, 0.044793400913476944]"
17,68,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.1221836013454578,"[0.0391109399497509, 0.06373926997184753, 0.06893683969974518, 0.010876381769776344, 0.07386241853237152, 0.008604957722127438, 0.0808326005935669, 0.05443662032485008, 0.09005900472402573, 0.015854787081480026, 0.06748178601264954, 0.04032091796398163, 0.0736730545759201, 0.03433851897716522, 0.06279633939266205, 0.07345554232597351, 0.033160749822854996, 0.050277091562747955, 0.0742572620511055, 0.0401238352060318]"
18,69,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2713738817134424,"[0.05998587980866432, 0.009172029793262482, 0.03731299191713333, 0.07143278419971466, 0.06627989560365677, 0.05822671204805374, 0.03670867905020714, 0.10331051051616669, 0.05441761016845703, 0.010092543438076973, 0.06609871983528137, 0.05926666408777237, 0.032181888818740845, 0.10870036482810974, 0.04732205718755722, 0.07954631745815277, 0.06321089714765549, 0.017618166282773018, 0.016499105840921402, 0.038459908217191696]"
18,70,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3176828955362218,"[0.06155708059668541, 0.08510379493236542, 0.08782805502414703, 0.04769083112478256, 0.04518192633986473, 0.061013318598270416, 0.08264781534671783, 0.043935924768447876, 0.06662767380475998, 0.026403404772281647, 0.009826358407735825, 0.07501256465911865, 0.013148859143257141, 0.03183804452419281, 0.00751072634011507, 0.044688306748867035, 0.09737712144851685, 0.06006504222750664, 0.02623828873038292, 0.03735892102122307]"
18,71,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.1939421267301772,"[0.04621225595474243, 0.08361342549324036, 0.028770728036761284, 0.02652064897119999, 0.06780267506837845, 0.06431809812784195, 0.03829588741064072, 0.050111446529626846, 0.026509638875722885, 0.0526098906993866, 0.061891108751297, 0.03865697234869003, 0.03189091756939888, 0.01010342687368393, 0.10430242121219635, 0.06829113513231277, 0.07730180025100708, 0.07191956788301468, 0.05206367000937462, 0.030484577640891075]"
18,72,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2170010960201584,"[0.09240060299634933, 0.07045912742614746, 0.05371958762407303, 0.08611606806516647, 0.07423581928014755, 0.04699927195906639, 0.02353070117533207, 0.06815356761217117, 0.029292752966284752, 0.016400974243879318, 0.05532924458384514, 0.028939293697476387, 0.004600390326231718, 0.06349025666713715, 0.025229664519429207, 0.07504384219646454, 0.05043242499232292, 0.06930195540189743, 0.04956469684839249, 0.033167555928230286]"
19,73,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3540258386651219,"[0.035734593868255615, 0.032298438251018524, 0.07228801399469376, 0.07213739305734634, 0.015030293725430965, 0.017470164224505424, 0.07725253701210022, 0.018006721511483192, 0.08332189172506332, 0.08968422561883926, 0.06392728537321091, 0.0935964286327362, 0.07678568363189697, 0.03406975045800209, 0.03135941922664642, 0.026857726275920868, 0.012306268326938152, 0.09606645256280899, 0.051057007163763046, 0.015052145346999168]"
19,74,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.3538826317130738,"[0.06123561039566994, 0.05557125061750412, 0.061977364122867584, 0.028010081499814987, 0.11413739621639252, 0.03784230351448059, 0.06003515049815178, 0.07121346890926361, 0.026358740404248238, 0.014135673642158508, 0.07758872210979462, 0.028681889176368713, 0.056317027658224106, 0.06310159713029861, 0.03406992927193642, 0.0660659670829773, 0.09506957232952118, 0.051594965159893036, 0.036769598722457886, 0.027627237141132355]"
19,75,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0481026289490331,"[0.05405638366937637, 0.0478585883975029, 0.06914440542459488, 0.06435041129589081, 0.07863791286945343, 0.03643527626991272, 0.07388216257095337, 0.0217951238155365, 0.09161104261875153, 0.03886093944311142, 0.09515222907066345, 0.030695565044879913, 0.05073115602135658, 0.09211643785238266, 0.06508226692676544, 0.015936024487018585, 0.03919367492198944, 0.015137302689254284, 0.03353307396173477, 0.022953905165195465]"
19,76,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2439889006727711,"[0.061397235840559006, 0.06762675940990448, 0.07807695120573044, 0.009173886850476265, 0.04785894602537155, 0.07114458084106445, 0.06035331264138222, 0.08083269745111465, 0.06859542429447174, 0.052227333188056946, 0.038628630340099335, 0.05885396525263786, 0.05561711639165878, 0.0708269253373146, 0.043371010571718216, 0.016122423112392426, 0.023440495133399963, 0.03148099035024643, 0.028785979375243187, 0.060710228979587555]"
20,77,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2508190759526369,"[0.04857063293457031, 0.02153400145471096, 0.0396922267973423, 0.052876487374305725, 0.057032227516174316, 0.031284354627132416, 0.0470401830971241, 0.0703233852982521, 0.009293779730796814, 0.04095495864748955, 0.075065478682518, 0.04582863301038742, 0.014822831377387047, 0.07320842891931534, 0.07535498589277267, 0.0311808530241251, 0.08878457546234131, 0.07946454733610153, 0.07235632091760635, 0.041585806757211685]"
20,78,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.4009063727368936,"[0.060815148055553436, 0.09037786722183228, 0.05139218643307686, 0.04259613901376724, 0.04069872573018074, 0.04219100996851921, 0.07825690507888794, 0.04932818561792374, 0.09657277911901474, 0.04276301711797714, 0.035974904894828796, 0.06776904314756393, 0.024349747225642204, 0.024494636803865433, 0.054490797221660614, 0.09337832033634186, 0.06333012133836746, 0.057846251875162125, 0.018262287601828575, 0.00833665020763874]"
20,79,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.2603366793169496,"[0.014886239543557167, 0.03250744566321373, 0.09578438103199005, 0.0671745091676712, 0.043543241918087006, 0.005582369398325682, 0.09630604088306427, 0.052648138254880905, 0.05914940685033798, 0.07098802924156189, 0.06544483453035355, 0.015809614211320877, 0.0745040699839592, 0.04490022361278534, 0.04973527044057846, 0.07962457835674286, 0.043530263006687164, 0.02053208090364933, 0.024185653775930405, 0.07473243772983551]"
20,80,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.0879378719935197,"[0.08118222653865814, 0.018103010952472687, 0.07655689120292664, 0.07177179306745529, 0.08621851354837418, 0.019797150045633316, 0.0744522362947464, 0.019312143325805664, 0.08302387595176697, 0.020566631108522415, 0.023104151710867882, 0.027787135913968086, 0.013780651614069939, 0.06787315756082535, 0.048003584146499634, 0.0720132365822792, 0.08028233051300049, 0.056871116161346436, 0.07277107238769531, 0.02027256041765213]"
